date,a00,b00,c00,d00,e00,f00,g00,h00,i00,j00,k00,l00,m00,n00,o00,p00,q00,r00,s00,t00,u00,v00,w00,x00,y00,z00,a01,b01,c01,d01,e01,f01,g01,h01,i01,j01,k01,l01,m01,n01,o01,p01,q01,r01,s01,t01,u01,v01,w01,x01,y01,z01,a10,b10,c10,d10,e10,f10,g10,h10,i10,j10,k10,l10,m10,n10,o10,p10,q10,r10,s10,t10,u10,v10,w10,x10,y10,z10,a11,b11,c11,d11,e11,f11,g11,h11,i11,j11,k11,l11,m11,n11,o11,p11,q11,r11,s11,t11,u11,v11,w11,x11,y11,z11
2000-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,4,2,2,3,1,5,1,2,3,12,4,8,4,0,0,4,0,7,4,0,0,0,4,1,0,0
2000-09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,3,4,0,1,0,0,3,0,0,0,0,0,0,0,0,5,8,5,5,0,4,1,1,1,2,4,4,0,0,5,0,4,5,0,0,3,3,0,1,2
2000-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,4,0,1,0,0,3,1,0,5,0,0,1,1,0,0,0,0,0,0,5,1,2,6,3,2,1,1,1,6,1,2,3,0,0,1,0,3,2,2,0,1,1,0,0,1
2000-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,0,0,1,1,0,0,1,0,3,1,0,0,0,3,4,1,0,1,0,0,0,0,4,4,1,2,1,3,4,1,0,5,1,2,6,0,1,1,0,0,2,5,1,0,2,0,0,0
2000-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,2,0,0,3,0,3,0,0,0,0,4,0,0,2,0,0,0,0,0,4,0,6,6,0,3,1,2,1,11,7,2,16,0,0,3,0,5,3,1,0,0,2,0,0,0
2001-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,2,3,1,0,0,0,1,0,1,1,0,0,5,0,4,3,2,0,0,0,0,0,0,8,7,5,6,1,2,0,1,2,17,1,2,5,1,0,5,0,1,8,2,0,1,0,0,0,0
2001-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,4,1,0,0,0,1,2,0,0,0,0,0,1,0,4,2,6,0,0,0,0,0,0,1,0,6,4,3,5,4,5,8,9,4,5,9,0,2,5,0,4,9,0,0,1,0,1,0,0
2001-03,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,5,3,1,0,1,1,0,4,0,1,0,0,0,0,2,0,5,0,1,0,2,1,0,0,0,9,4,2,2,2,2,4,2,9,2,8,6,6,1,1,2,0,8,8,2,0,1,0,1,0,3
2001-04,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,0,3,1,1,1,0,0,3,0,1,0,0,3,0,1,1,5,0,0,0,0,4,1,6,9,9,2,2,1,4,9,2,1,3,0,1,7,0,6,9,0,1,0,1,0,1,0
2001-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,7,1,2,0,4,0,0,0,0,3,4,2,4,2,5,4,0,3,9,4,4,5,1,0,1,0,9,8,3,1,0,0,0,0,0
2001-06,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2,0,0,6,0,1,0,2,0,5,1,7,0,1,0,0,6,1,0,0,3,0,0,0,0,7,3,4,5,1,2,3,1,2,6,13,8,15,4,2,3,0,8,2,6,0,1,0,0,0,1
2001-07,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7,1,1,5,0,6,0,1,1,6,1,4,0,0,0,0,2,3,0,0,4,0,0,0,0,6,6,5,2,4,6,6,3,4,4,5,5,14,2,0,4,0,6,10,2,0,0,1,0,0,0
2001-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,10,2,0,0,0,0,0,0,0,2,3,0,5,5,0,3,0,3,7,2,1,17,3,1,6,0,2,13,10,0,0,1,0,0,0
2001-09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,3,0,0,0,3,0,4,0,2,5,1,0,0,0,0,0,0,4,6,2,5,4,1,2,4,1,2,2,2,17,2,0,3,1,2,8,2,1,0,1,0,1,0
2001-10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,2,3,2,2,0,1,0,0,1,0,1,3,0,0,5,0,6,3,2,0,0,0,0,0,0,6,6,5,6,0,0,0,4,12,20,4,1,31,0,0,6,1,5,14,2,1,0,5,0,0,0
2001-11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,6,1,3,3,0,8,0,6,3,7,0,4,2,0,0,0,2,8,2,0,0,0,0,0,0,11,6,5,6,4,2,5,0,1,9,0,0,20,1,0,7,0,2,6,6,1,1,0,0,2,0
2001-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,1,0,1,0,0,1,1,3,2,0,0,0,0,4,4,2,0,0,0,0,0,0,9,4,1,4,0,2,4,3,2,4,7,6,10,1,2,4,0,7,9,5,0,0,9,0,3,0
2002-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,0,4,1,0,0,2,7,1,3,1,0,0,0,4,3,0,0,0,0,1,0,0,13,7,8,3,13,0,0,2,4,17,6,4,14,1,1,5,0,7,10,0,0,0,1,0,3,0
2002-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,3,4,1,1,2,1,0,0,4,2,1,3,1,0,1,0,4,3,2,0,2,0,0,0,0,7,5,8,5,3,1,2,1,4,27,1,2,17,2,0,2,1,7,13,4,2,2,2,0,0,0
2002-03,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,5,1,1,1,0,0,3,0,0,2,1,0,0,0,2,10,3,1,0,0,3,0,0,10,4,5,3,13,7,2,1,5,23,6,1,12,0,1,6,0,6,13,4,1,0,6,2,1,0
2002-04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,7,0,0,0,0,1,1,3,0,8,0,0,5,1,1,3,5,0,0,0,1,0,0,14,7,4,9,3,0,3,3,7,18,4,3,9,3,1,9,0,3,12,3,0,0,2,0,1,0
2002-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,5,2,0,2,3,0,0,2,2,7,0,7,0,0,3,0,5,4,0,0,1,0,1,0,0,12,1,8,9,2,2,0,5,12,15,3,4,20,1,1,9,0,11,13,4,0,4,3,0,2,0
2002-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,1,0,0,0,1,0,4,0,4,0,0,4,0,3,5,0,0,2,0,0,0,0,9,15,5,10,4,2,5,0,1,11,6,5,16,0,3,5,0,11,19,3,8,0,1,0,0,2
2002-07,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,4,0,0,1,0,2,0,1,0,5,0,0,3,0,7,7,1,0,0,0,0,0,0,29,17,10,6,1,4,3,5,1,12,5,2,16,1,4,8,0,11,13,2,1,0,1,0,0,0
2002-08,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,4,2,0,0,1,1,1,1,0,6,4,2,0,2,0,5,11,2,0,1,0,0,0,0,22,14,5,4,7,2,4,11,6,20,11,6,15,1,0,5,0,12,16,4,0,0,1,0,1,0
2002-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,10,2,0,0,0,0,1,0,3,0,4,1,0,1,0,6,4,1,0,0,0,0,0,0,8,3,11,4,7,2,7,6,3,9,7,4,13,5,0,6,0,16,12,4,0,1,0,3,1,1
2002-10,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,0,3,0,1,4,1,0,1,1,0,3,0,7,6,1,0,1,0,0,0,0,20,6,6,5,6,6,5,4,6,13,11,11,6,3,0,9,0,4,11,2,3,0,2,0,1,4
2002-11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,0,10,0,3,0,6,0,4,0,0,4,0,5,4,3,0,0,0,3,0,0,18,3,10,13,1,0,3,3,0,13,1,9,18,0,0,5,0,8,15,5,2,0,2,5,4,1
2002-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,2,0,1,0,0,3,5,2,2,2,0,1,2,0,4,7,3,0,0,0,0,0,0,7,4,5,1,6,2,7,4,4,12,7,3,10,2,0,5,0,7,15,11,1,1,5,6,2,1
2003-01,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,3,8,1,0,0,1,6,0,2,3,2,1,3,0,0,0,0,12,12,1,0,1,1,0,0,0,17,15,9,10,6,2,10,5,1,21,3,3,16,4,3,9,2,8,18,6,1,1,3,4,2,0
2003-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,7,3,2,0,0,6,2,3,1,3,0,7,0,0,0,0,6,13,3,0,0,0,0,0,0,13,3,6,10,2,11,6,5,1,11,5,5,22,5,1,6,3,11,9,5,0,0,4,4,1,0
2003-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,1,0,1,2,0,1,0,6,6,0,5,1,0,1,0,3,21,1,0,0,0,1,0,0,14,5,8,8,3,4,8,8,4,14,9,5,14,7,0,6,0,9,9,11,0,1,5,1,1,0
2003-04,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,0,0,2,0,3,1,3,1,5,0,0,6,0,1,32,1,0,0,1,0,0,0,12,13,9,13,5,6,1,10,9,31,4,7,14,1,1,2,1,5,29,4,3,0,1,9,2,0
2003-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0,2,1,0,5,1,0,4,12,1,3,0,3,6,0,6,8,8,0,0,1,0,0,0,14,11,6,17,3,2,11,11,9,18,6,0,25,3,4,8,1,9,10,5,1,4,4,4,6,1
2003-06,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,4,2,3,0,0,1,0,0,14,4,1,5,2,0,2,0,17,13,0,0,0,0,0,0,0,19,13,10,7,8,6,9,13,7,21,19,13,18,3,1,4,3,16,11,5,1,2,5,4,2,0
2003-07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,2,1,6,0,0,0,4,1,1,3,1,1,1,0,10,9,0,1,0,0,0,0,0,22,9,11,5,13,12,5,10,3,16,5,6,15,2,5,5,0,15,11,5,0,3,1,1,3,1
2003-08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,12,3,2,4,0,1,0,0,14,0,0,6,3,0,4,0,7,15,2,0,0,2,0,0,1,17,16,6,4,19,3,7,7,2,10,7,4,15,5,0,8,0,5,21,5,0,2,3,3,3,3
2003-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,5,2,7,3,3,0,1,1,1,10,6,0,3,1,0,0,0,8,8,4,1,0,0,0,0,0,12,10,6,10,11,3,1,23,15,12,4,2,25,7,0,12,0,8,19,5,1,0,5,3,0,3
2003-10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,5,0,2,1,3,7,6,1,1,2,0,1,0,5,16,3,0,3,0,0,0,0,22,8,9,11,4,4,6,8,6,21,12,3,25,3,4,8,0,13,28,15,0,0,2,0,2,0
2003-11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,4,0,2,3,0,1,4,1,2,5,0,0,2,0,0,5,0,6,10,3,0,0,1,2,0,0,19,19,7,12,2,3,6,14,4,6,6,3,21,4,3,9,2,17,26,25,0,1,0,3,2,0
2003-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,3,1,13,0,2,8,0,2,3,2,0,0,0,5,13,2,1,0,0,0,0,1,15,5,2,12,8,11,5,3,2,12,2,6,14,1,0,6,0,13,33,17,5,0,0,1,7,0
2004-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,5,1,2,6,1,18,0,1,6,0,3,1,3,0,2,0,11,27,1,0,0,3,0,2,0,25,5,3,15,6,6,19,9,0,11,5,6,14,3,1,6,0,15,20,19,0,0,1,2,2,1
2004-02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,1,5,3,0,7,0,6,6,5,1,6,0,0,5,0,9,14,0,0,0,0,0,0,1,18,8,10,11,7,4,8,8,3,18,2,9,22,4,2,8,0,11,26,10,3,0,1,0,0,4
2004-03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,2,0,0,0,0,0,0,0,2,2,2,5,1,1,4,0,4,6,0,1,4,3,0,5,2,8,16,3,1,0,0,0,0,0,32,9,12,11,16,1,7,15,1,15,5,5,20,2,3,6,11,22,31,20,1,4,1,0,3,2
2004-04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,0,4,0,3,2,1,1,3,1,0,3,0,5,29,9,0,0,0,0,0,0,33,7,6,16,26,7,8,10,7,22,2,3,14,2,13,10,2,11,26,25,0,5,1,1,5,2
2004-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,7,6,0,0,5,0,15,5,1,2,3,0,1,6,1,12,27,8,0,2,0,0,0,0,17,3,12,10,4,5,14,16,12,14,10,4,21,3,0,12,1,3,50,12,3,7,0,0,2,3
2004-06,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,10,4,2,1,12,1,17,0,9,2,5,0,0,5,0,5,14,3,0,1,1,0,0,0,24,4,12,6,4,1,6,6,18,19,9,9,9,3,1,10,0,8,22,4,0,4,7,0,1,1
2004-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,17,2,1,2,3,1,11,7,1,0,6,0,0,1,0,21,22,2,0,0,0,0,0,0,17,10,3,12,9,3,11,14,9,15,8,6,15,3,0,10,0,19,41,6,1,4,4,0,2,0
2004-08,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,11,8,1,0,7,1,10,5,5,0,13,2,0,3,0,5,15,3,0,1,1,0,0,0,13,4,2,12,7,13,10,4,20,11,12,1,5,2,0,4,0,12,14,8,1,1,6,1,1,5
2004-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5,3,3,0,12,3,1,4,2,3,4,1,0,2,0,3,8,3,0,0,0,0,0,0,24,4,15,7,7,9,3,7,7,20,2,1,13,0,1,1,0,13,12,15,1,4,1,1,3,1
2004-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,10,16,5,3,0,9,0,1,6,0,3,2,0,0,2,0,2,5,2,0,0,0,0,0,0,52,16,7,13,9,0,8,9,1,13,3,1,13,3,0,4,0,6,17,20,0,0,0,1,3,1
2004-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,7,8,16,11,0,2,0,4,7,7,0,2,0,0,3,0,1,8,5,0,0,0,0,0,0,24,10,23,7,13,3,7,5,4,22,10,6,5,1,0,4,0,3,13,18,0,1,2,0,0,0
2004-12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,18,9,10,0,4,0,1,4,19,1,0,2,2,1,0,9,19,8,0,0,0,0,0,0,23,5,9,13,8,6,12,3,17,9,9,6,10,1,0,7,0,9,15,15,0,2,1,2,1,0
2005-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,13,6,3,1,15,0,5,7,6,5,6,1,0,2,0,11,14,4,1,0,0,0,0,0,20,20,12,14,4,0,20,2,14,18,13,6,12,3,2,11,0,13,11,17,0,2,1,0,2,0
2005-02,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,4,8,0,6,0,3,4,1,4,5,3,0,1,0,10,20,1,0,1,0,0,0,1,18,5,14,9,9,4,7,5,7,26,6,4,7,0,6,3,0,11,25,17,0,2,0,1,1,0
2005-03,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,5,6,7,3,0,8,0,3,7,1,5,19,0,1,1,0,6,15,13,0,1,1,0,0,1,16,8,24,8,8,1,8,1,4,20,11,8,25,3,2,11,0,5,20,18,1,1,1,0,2,0
2005-04,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,3,1,9,0,0,3,1,2,33,0,0,1,0,1,14,7,2,3,0,0,0,0,12,8,22,10,4,2,16,7,15,15,8,6,25,1,2,9,0,9,11,9,3,6,1,1,2,0
2005-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,14,10,21,2,0,14,0,10,2,3,1,21,3,3,4,0,4,11,2,0,1,0,0,0,0,21,10,23,8,8,1,5,5,7,23,6,8,15,3,7,8,0,9,23,7,1,3,0,0,3,0
2005-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,12,36,1,0,4,1,1,2,1,3,6,1,1,0,0,5,5,0,0,0,1,0,0,0,15,10,25,12,9,3,13,2,3,23,12,7,11,3,5,5,0,4,18,15,0,3,0,0,4,2
2005-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,9,10,47,1,0,8,0,3,5,11,5,26,1,0,4,0,0,2,5,0,2,0,0,1,0,19,7,25,8,11,5,3,5,4,18,9,9,19,8,2,6,0,7,15,14,0,2,2,3,1,0
2005-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2,46,1,0,7,2,4,6,7,9,17,1,0,2,1,13,14,5,0,0,1,0,1,0,27,6,13,16,7,3,10,4,10,17,14,24,27,1,2,8,0,7,16,9,1,3,0,5,5,1
