date,a00,b00,c00,d00,e00,f00,g00,h00,i00,j00,k00,l00,m00,n00,o00,p00,q00,r00,s00,t00,u00,v00,w00,x00,y00,z00,a01,b01,c01,d01,e01,f01,g01,h01,i01,j01,k01,l01,m01,n01,o01,p01,q01,r01,s01,t01,u01,v01,w01,x01,y01,z01,a10,b10,c10,d10,e10,f10,g10,h10,i10,j10,k10,l10,m10,n10,o10,p10,q10,r10,s10,t10,u10,v10,w10,x10,y10,z10,a11,b11,c11,d11,e11,f11,g11,h11,i11,j11,k11,l11,m11,n11,o11,p11,q11,r11,s11,t11,u11,v11,w11,x11,y11,z11
2005-09,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,6,0,0,1,0,0,0,0,0,0,0,0,10,9,8,22,0,0,2,2,3,0,6,3,13,11,5,3,0,2,11,16,1,0,0,0,0,0,13,9,19,3,14,6,11,10,17,11,6,11,23,3,22,9,0,15,18,64,1,6,4,0,1,1
2005-10,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,1,0,4,0,0,0,0,0,0,0,1,7,3,10,6,3,1,7,2,4,2,5,10,25,5,4,5,0,5,5,4,0,1,3,0,0,0,13,2,19,5,11,12,17,8,6,5,9,19,28,3,13,7,0,15,16,21,0,1,6,0,6,0
2005-11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10,3,9,12,5,1,1,0,6,12,2,7,19,7,1,3,0,4,8,14,0,0,0,0,0,0,17,7,18,14,11,2,7,10,28,13,15,13,18,2,3,6,0,13,13,20,0,6,1,0,5,0
2005-12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,5,2,6,2,0,5,1,5,15,0,7,15,12,1,4,0,15,8,6,0,0,3,0,0,0,46,9,12,11,21,4,6,4,10,6,7,13,19,2,1,9,0,9,15,10,0,3,5,0,2,0
2006-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,34,8,3,0,2,3,4,7,4,3,25,8,1,0,0,4,8,17,4,0,0,0,1,0,34,12,8,24,22,5,6,11,14,9,11,2,10,8,4,8,0,16,8,21,0,0,2,1,1,0
2006-02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,13,7,0,10,2,0,7,1,6,10,3,0,2,0,0,2,6,0,2,0,0,0,0,26,16,11,16,7,0,11,9,7,17,6,7,16,5,1,5,0,9,9,24,0,1,3,3,3,0
2006-03,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,4,10,11,0,0,5,6,2,6,12,9,17,4,0,0,0,0,20,16,1,0,0,0,1,0,19,14,11,26,15,5,11,17,9,12,8,10,19,9,3,5,0,23,28,17,3,3,2,0,9,0
2006-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,12,6,2,0,0,2,9,1,4,12,4,25,4,2,0,0,1,5,12,0,1,0,0,2,0,34,17,9,4,5,2,9,9,7,15,2,4,17,10,14,2,0,5,18,13,0,2,0,0,6,4
2006-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2,10,1,6,9,6,1,3,8,3,10,2,0,3,0,5,4,10,1,0,2,0,7,0,28,10,23,18,8,7,3,4,10,14,11,11,21,17,5,8,0,16,17,12,1,1,2,0,4,0
2006-06,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,7,7,2,3,5,8,1,24,4,4,10,0,1,1,0,4,3,16,0,0,0,0,0,0,23,13,19,39,10,10,9,11,11,17,8,12,19,10,3,4,0,17,14,8,0,5,1,0,7,3
2006-07,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,2,9,5,4,4,10,2,5,4,0,16,5,1,0,0,6,13,17,0,1,0,0,0,1,44,10,15,26,14,8,13,12,4,17,4,5,30,7,0,9,0,19,13,17,1,2,0,4,4,14
2006-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,4,2,3,3,0,2,8,8,2,16,4,1,4,0,4,8,6,0,0,1,0,1,2,23,8,11,32,5,9,14,14,4,9,18,13,22,5,3,5,0,9,28,13,0,1,0,0,2,5
2006-09,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,9,10,5,2,0,2,1,0,0,6,4,7,23,3,2,1,0,3,12,9,0,1,1,0,0,1,40,11,15,22,6,13,4,8,6,13,10,9,24,9,2,14,0,11,22,8,0,1,0,0,3,2
2006-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,6,2,5,2,6,4,1,2,15,8,7,9,4,1,0,0,2,6,3,0,0,1,0,1,1,49,7,12,13,7,3,12,4,9,13,14,9,19,6,4,8,0,18,10,12,1,3,2,0,1,0
2006-11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,4,6,2,9,3,2,18,5,3,14,1,2,1,0,4,11,9,0,0,1,0,6,1,21,12,15,18,8,2,2,14,5,17,7,8,26,3,4,16,0,22,25,15,0,3,2,1,0,0
2006-12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,2,3,0,41,1,0,18,3,4,9,4,2,0,0,0,7,6,0,1,0,0,3,0,22,3,9,12,7,6,5,1,2,14,6,7,19,12,3,13,0,4,13,10,1,2,4,0,4,3
2007-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,1,0,9,4,0,11,7,2,11,4,9,1,0,0,11,2,1,0,0,0,2,0,34,17,6,6,6,1,6,7,1,20,10,16,28,11,0,12,0,3,14,7,1,1,1,0,3,0
2007-02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,0,15,2,4,3,0,1,12,5,3,5,3,0,0,0,6,17,4,0,0,0,0,0,0,21,7,14,14,2,4,2,10,4,26,7,12,13,5,2,16,1,12,14,15,0,3,5,0,6,2
2007-03,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,11,5,1,12,1,10,13,14,2,22,3,5,7,0,2,3,0,6,15,0,0,1,5,0,0,1,33,7,13,25,18,12,10,8,10,16,16,15,20,8,1,20,1,18,18,10,0,0,1,0,1,1
2007-04,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33,1,7,8,3,8,18,4,9,6,3,10,4,0,0,0,5,10,6,0,1,0,1,2,0,22,12,5,19,7,5,15,10,14,26,16,9,17,5,1,13,0,11,21,17,1,1,1,1,8,1
2007-05,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,25,3,4,0,5,1,4,6,16,7,2,17,7,0,1,0,7,4,6,1,2,1,0,0,2,23,28,19,36,5,8,11,12,10,21,9,7,26,8,2,11,0,8,16,10,0,2,4,0,7,3
2007-06,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,8,0,1,4,3,1,5,2,4,6,0,0,2,0,8,2,3,0,0,0,0,0,0,47,15,6,11,4,4,3,7,14,13,11,15,22,8,0,12,0,21,14,13,0,3,0,3,6,1
2007-07,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,2,11,3,8,4,3,1,3,2,2,6,1,0,4,0,3,9,9,0,0,3,0,0,0,26,18,13,6,7,10,8,12,4,18,9,1,33,11,0,21,0,14,24,11,1,3,1,0,7,3
2007-08,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,7,1,6,1,3,1,3,0,3,5,7,7,8,0,3,0,15,4,10,0,0,0,0,0,2,23,26,7,21,3,7,12,7,1,13,14,8,27,5,1,9,0,8,16,16,2,0,0,0,2,9
2007-09,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,3,13,7,3,5,2,3,4,2,4,7,4,9,4,5,0,3,0,7,10,3,2,0,0,0,0,1,21,8,12,21,12,10,11,14,6,22,11,7,39,10,2,21,0,21,15,12,0,0,0,1,2,2
2007-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,2,6,5,8,3,0,6,1,9,11,4,7,6,2,17,0,2,9,3,0,0,0,2,1,0,33,9,12,14,7,12,6,23,3,14,15,4,30,6,3,10,0,13,26,14,0,1,0,0,2,3
2007-11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37,1,9,8,1,0,1,0,0,13,7,4,8,0,0,4,0,4,1,1,0,0,1,0,2,2,55,5,10,48,8,2,3,9,3,19,12,9,29,4,0,19,0,17,30,10,1,2,1,2,1,0
2007-12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,4,0,4,6,0,5,2,5,9,3,7,9,0,0,2,0,9,5,8,0,0,1,0,10,2,51,14,18,25,6,6,6,17,6,13,6,19,16,7,3,10,0,13,26,30,0,1,0,0,17,6
2008-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,4,6,3,4,2,1,3,4,7,14,12,8,5,0,11,0,5,7,19,0,2,1,1,1,0,30,26,13,18,3,3,7,13,5,17,13,27,25,12,1,28,0,17,34,17,2,5,1,1,4,0
2008-02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,10,5,7,3,5,12,9,2,3,11,5,9,14,1,1,8,0,4,32,2,0,2,0,0,1,0,34,15,14,22,12,3,6,11,11,24,4,28,31,9,0,11,0,18,30,18,1,2,0,1,4,2
2008-03,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,7,7,5,8,6,0,11,5,0,5,1,7,14,2,0,16,0,1,13,8,1,3,0,0,0,0,22,15,13,18,4,7,10,2,4,15,12,32,22,10,0,24,0,34,35,22,0,5,1,1,10,5
2008-04,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,5,4,12,2,1,8,3,6,5,3,10,17,1,1,16,0,3,17,1,0,1,0,0,6,1,21,20,6,16,6,7,11,8,27,9,15,39,29,17,3,30,0,47,23,52,0,0,4,0,24,8
2008-05,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,20,6,2,2,2,4,17,5,7,5,1,0,2,0,10,8,1,0,1,0,0,0,0,20,16,13,24,8,10,2,23,6,39,5,17,12,8,1,24,0,11,18,27,2,5,1,0,13,0
2008-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,25,14,6,12,2,2,2,2,3,18,8,8,8,5,1,2,0,4,5,6,1,0,2,0,1,5,50,22,14,23,10,9,11,25,6,26,15,20,33,30,3,19,0,16,12,12,0,4,2,1,8,0
2008-07,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,10,17,6,6,4,1,3,0,0,8,4,4,10,2,3,4,0,7,8,6,0,0,0,0,0,1,51,20,5,42,10,12,5,7,16,38,15,19,27,13,4,22,0,14,22,22,0,11,0,1,6,0
2008-08,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,3,3,6,4,3,3,2,0,1,2,14,33,8,1,5,4,0,5,8,8,0,0,1,0,1,0,56,26,12,31,6,10,11,3,12,26,17,27,30,14,7,4,0,12,13,18,3,2,1,0,15,1
2008-09,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,6,3,2,0,1,0,5,12,18,6,1,5,9,0,3,12,3,0,0,5,0,0,1,41,24,12,17,8,7,9,15,1,23,33,11,19,4,1,24,0,23,20,12,0,5,0,1,5,1
2008-10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,3,18,2,1,3,2,2,8,7,15,8,4,4,1,0,3,11,0,0,0,1,0,1,1,25,27,17,34,4,35,14,7,6,46,17,9,26,8,1,5,0,8,33,17,1,4,2,0,18,3
2008-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,13,1,0,3,7,1,11,0,17,7,4,2,2,0,0,17,8,0,1,1,0,2,1,23,22,5,44,3,27,26,8,8,33,29,9,35,9,9,15,0,19,27,20,3,5,3,0,10,2
2008-12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,5,11,1,16,2,0,1,1,2,3,6,14,2,0,1,5,0,3,10,1,1,0,5,0,4,1,34,17,7,43,8,21,15,4,12,28,29,15,28,17,1,25,0,27,12,19,2,7,1,0,5,3
2009-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,9,6,4,19,10,0,0,3,0,7,3,5,10,6,1,7,0,5,9,1,0,1,3,2,1,1,29,15,16,28,8,6,19,8,14,20,16,19,52,41,2,21,0,26,20,4,2,8,1,0,5,5
2009-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,7,5,11,1,10,1,2,3,8,7,5,0,1,0,7,4,4,2,1,10,0,0,2,18,31,16,24,14,25,7,14,7,45,25,6,42,14,10,11,0,19,36,11,1,10,0,0,21,1
2009-03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,6,11,9,1,7,6,7,3,6,8,14,15,7,2,19,0,3,11,2,0,0,0,0,0,1,34,21,16,36,8,16,9,9,9,33,23,8,48,12,7,11,0,10,20,17,0,11,7,0,6,4
2009-04,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,9,6,4,18,3,14,7,15,2,5,2,13,10,1,0,6,0,9,17,0,1,1,3,1,2,0,50,35,27,21,7,31,15,18,19,27,24,21,56,12,6,21,0,17,29,9,0,12,0,2,8,2
2009-05,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,7,4,6,2,11,23,0,5,7,1,10,1,3,3,4,0,4,13,3,0,0,2,1,4,2,40,37,27,28,12,32,13,14,19,26,11,11,38,6,5,7,1,26,36,24,0,8,0,0,14,7
2009-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,37,3,6,10,2,12,5,5,4,6,4,7,8,6,2,4,0,5,9,2,0,3,0,0,0,0,29,49,12,17,7,22,16,18,5,47,28,14,39,10,4,24,0,43,41,11,0,8,1,2,28,0
2009-07,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,4,3,6,3,0,2,6,8,5,14,5,1,19,0,6,9,4,0,5,6,0,0,0,48,31,19,24,13,17,10,1,11,29,20,21,52,26,4,17,0,34,61,34,0,16,1,0,11,0
2009-08,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2,0,0,0,1,1,0,0,0,0,0,0,1,5,5,3,4,6,16,3,1,1,0,2,13,6,0,2,8,0,3,12,7,0,4,2,0,0,2,26,26,18,44,14,41,16,8,16,43,23,13,44,9,2,34,0,9,27,25,0,8,1,0,4,4
2009-09,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,2,2,4,11,2,10,16,0,1,2,10,5,5,3,1,4,0,2,13,3,0,1,6,0,1,1,30,22,13,22,6,20,14,10,15,22,13,21,35,15,0,10,0,28,34,28,1,16,0,0,1,1
2009-10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,4,8,2,18,3,14,2,0,1,16,8,4,23,9,3,3,0,2,26,15,0,6,1,0,3,1,27,37,16,28,8,21,14,14,11,33,28,6,60,16,5,12,1,22,34,15,0,40,1,0,6,3
2009-11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,20,7,5,14,6,11,9,1,3,8,7,2,11,8,8,6,0,5,6,14,1,4,2,0,1,1,45,46,10,34,8,27,30,12,25,17,13,17,53,23,3,44,0,26,45,35,2,21,1,1,3,6
2009-12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,6,8,16,3,1,1,9,1,16,3,7,4,5,0,5,0,24,8,4,0,3,0,0,0,0,23,38,11,28,6,10,25,18,11,36,21,11,38,11,1,22,0,15,32,19,3,15,1,2,9,3
2010-01,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,7,10,3,24,3,6,3,8,3,14,4,13,14,1,6,8,0,3,5,2,0,2,0,0,0,2,56,32,8,26,7,23,29,16,8,33,18,10,29,17,1,28,0,30,21,16,4,3,1,1,10,1
2010-02,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,10,6,7,7,1,3,3,1,4,3,14,1,5,4,0,13,6,10,0,1,0,0,0,2,26,24,22,32,11,10,20,7,7,30,21,15,52,12,6,19,0,26,25,19,2,11,0,4,14,1
2010-03,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,10,11,1,13,5,18,2,8,1,7,11,6,27,5,1,13,0,7,8,16,0,0,2,0,0,3,25,31,18,40,8,15,19,9,10,67,18,23,105,26,3,27,0,18,39,12,1,5,6,2,10,9
2010-04,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,6,9,7,1,8,4,0,17,2,0,20,7,7,27,4,4,23,0,11,7,8,0,0,4,0,0,1,44,27,19,38,2,11,9,9,4,48,15,9,56,25,4,20,2,36,48,25,1,3,2,8,7,2
2010-05,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,4,37,7,5,32,1,35,2,1,0,20,3,4,10,2,1,12,0,16,8,10,0,3,3,3,1,1,34,29,13,37,8,15,11,13,8,48,7,16,67,14,0,16,1,15,17,25,0,12,0,2,7,4
2010-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,13,6,31,11,0,0,6,11,0,33,9,0,9,1,19,14,6,6,0,1,5,1,8,34,17,15,43,7,11,11,6,2,34,10,16,36,27,5,10,0,11,38,20,2,7,1,3,3,7
